35,Lou Malnati's Pizzeria,958 W Wrightwood Ave,4,$$,60614,IL,Chicago,(773) 832-4030,Yes,Yes,Lou Malnati's Pizzeria,439 N Wells Street,4.2,$$,60654,IL,Chicago,(312) 828-9800,Yes,Yes,T
36,Ed's Lobster Bar,222 Lafayette St,4,$$$,10012,NY,New York,(212) 343-3236,No,Yes,Ed's Lobster Bar,222 Lafayette Street,4.1,$$$,10012,NY,New York,(212) 343-3236,No,Yes,T
37,Philz Coffee,1258 Minnesota St,4.5,$,94107,CA,San Francisco,(415) 423-1474,No,Yes,Philz Coffee,3101 24th Street,3.9,$,94110,CA,San Francisco,(415) 282-9155,No,No,F
38,Pork Store Cafe,1451 Haight St,4,$$,94117,CA,San Francisco,(415) 864-6981,No,Yes,Pork Store Cafe,3122 16th Street,3.4,$$,94103,CA,San Francisco,(415) 626-5523,Yes,Yes,F
39,Traif,229 S 4th St,4.5,$$$,11211,NY,Brooklyn,(347) 844-9578,No,No,Traif,229 S 4th Street,4.1,$$$,11211,NY,Brooklyn,(347) 844-9578,No,Yes,T
40,Blue Door Kitchen & Garden,52 W Elm St,4,$$,60610,IL,Chicago,(312) 573-4000,No,Yes,Table Fifty-Two,52 W Elm Street,3.9,$$$,60610,IL,Chicago,(312) 573-4000,No,No,T
41,Jean-Georges,1 Central Park W,4.5,$$$$,10023,NY,New York,(212) 299-3900,No,No,Jean-Georges,1 Central Park West,4.2,$$$$,10023,NY,New York,(212) 299-3900,No,No,T
42,Ippudo NY,65 4th Ave,4,$$,10003,NY,New York,(212) 388-0088,No,No,Ippudo,65 4th Avenue,4.4,$$,10003,NY,New York,(212) 388-0088,No,No,T
43,The Italian Homemade Company,1919 Union St,4.5,$$,94123,CA,San Francisco,(415) 655-9325,No,Yes,The Italian Homemade Company,716 Columbus Avenue,3,$$,94133,CA,San Francisco,(415) 712-8874,No,No,F
44,Crisp,2940 N Broadway Ave,4.5,$$,60657,IL,Chicago,(773) 697-7610,Yes,Yes,Crispo,240 W 14th Street,4.4,$$$,10011,NY,New York,(212) 229-1818,No,No,F
45,Mama's On Washington Square,1701 Stockton St,4,$$,94133,CA,San Francisco,(415) 362-6421,No,No,Mama's on Washington Square,1701 Stockton Street,4.3,$$,94133,CA,San Francisco,(415) 362-6421,No,No,T
46,Lupa,170 Thompson St,4,$$$,10012,NY,New York,(212) 982-5089,No,No,Lupa Osteria Romana,170 Thompson Street,4.1,$$$,10012,NY,New York,(212) 982-5089,No,No,T
47,Meli Cafe &  Juice Bar,301 S Halsted St,4,$$,60661,IL,Chicago,(312) 454-0748,No,Yes,Meli Cafe,301 S Halsted Street,4.2,$$,60661,IL,Chicago,(312) 454-0748,No,Yes,T
48,Uneeda Burger,4302 Fremont Ave N,4,$$,98103,WA,Seattle,(206) 547-2600,No,Yes,Uneeda Burger,4302 Fremont Avenue North Seattle,4.2,$$,98103,WA,Seattle,(206) 547-2600,No,Yes,T
49,Shaw's Crab House,21 E Hubbard St,4,$$$,60611,IL,Chicago,(312) 527-2722,No,Yes,Shaw's Crab House,21 E Hubbard Street,4.4,$$$,60611,IL,Chicago,(312) 527-2722,No,Yes,T
50,Sultan's Market,2521 N Clark St,4,$,60614,IL,Chicago,(312) 638-9151,Yes,Yes,Sultan's Market,2057 W North Avenue,4.4,$$,60647,IL,Chicago,(773) 235-3072,Yes,Yes,T
51,Wasabi,2311 2nd Ave,4,$$,98121,WA,Seattle,(206) 441-6044,No,Yes,Wasabi,2115 N Milwaukee Avenue,3.6,$$,60647,IL,Chicago,(773) 227-8180,No,Yes,F
52,The Gage,24 S Michigan Ave,4,$$$,60603,IL,Chicago,(312) 372-4243,No,Yes,The Gage,24 S Michigan Avenue,4.2,$$$,60603,IL,Chicago,(312) 372-4243,No,Yes,T
53,Thai Idea Vegetarian,710 Polk St,4.5,$$,94109,CA,San Francisco,(415) 440-8344,No,Yes,Thai Idea Vegetarian,710 Polk Street,3.2,$$,94109,CA,San Francisco,(415) 440-8344,No,Yes,T
54,Cafe Besalu,5909 24th Ave NW,4.5,$,98107,WA,Seattle,(206) 789-1463,No,Yes,Cafe Besalu,5909 24th Avenue NW,4.3,$,98107,WA,Seattle,(206) 789-1463,No,Yes,T
55,Doughnut Plant,220 W 23rd St,4,$$,10011,NY,New York,(212) 505-3700,No,Yes,Doughnut Plant,220 Between 7th & 8th Avenue,4.4,$,10011,NY,New York,(212) 675-9100,No,Yes,T
56,ZZ's Clam Bar,169 Thompson St,4.5,$$$$,10012,NY,New York,(212) 254-3000,No,No,Santina,820 Washington Street,3.3,$$$,10014,NY,New York,(212) 254-3000,No,No,F
57,Devon Seafood Grill,39 E Chicago Ave,4,$$$,60611,IL,Chicago,(312) 440-8660,No,Yes,Devon Seafood Grill,39 E Chicago Avenue,3.8,$$$,60611,IL,Chicago,(312) 440-8660,No,Yes,T
58,Place Pigalle,81 Pike St,4,$$$,98101,WA,Seattle,(206) 624-1756,No,No,Place Pigalle,Pike Place Market,3.7,$$$,98101,WA,Seattle,(206) 624-1756,No,No,T
59,Mighty Quinn's Barbeque,103 2nd Ave,4,$$,10003,NY,New York,(212) 677-3733,No,Yes,Mighty Quinn's Barbeque,103 2nd Avenue,4.2,$$,10003,NY,New York,(212) 677-3733,Yes,Yes,T
60,Blackbird,2124 Market St,4,$$,94114,CA,San Francisco,(415) 503-0630,No,No,Blackbird,619 W Randolph Street,4.1,$$$$,60661,IL,Chicago,(312) 715-0708,No,No,F
61,Alimento,507 Columbus Ave,4.5,$,94133,CA,San Francisco,(415) 296-9463,No,Yes,Alimento,1710 Silver Lake Blvd,3.1,0,90026,CA,Los Angeles,(323) 928-2888,Yes,Yes,F
62,Vin Sur Vingt,201 W 11th St,4,$$,10014,NY,New York,(212) 924-4442,No,No,Cookshop,156 10th Avenue,4,$$$,10011,NY,New York,(212) 924-4440,No,No,F
63,Pequod's Pizzeria,2207 N Clybourn Av,4,$$,60614,IL,Chicago,(773) 327-1512,Yes,Yes,Pequod's Pizza,2207 N Clybourn Avenue,4.9,$$,60614,IL,Chicago,(773) 327-1512,Yes,Yes,T
64,Boqueria,171 Spring St,4,$$$,10012,NY,New York,(212) 343-4255,Yes,Yes,Boqueria,171 Spring Street,4.6,$$,10012,NY,New York,(212) 343-4255,No,Yes,T
65,Seven Hills,1550 Hyde St,4.5,$$$,94109,CA,San Francisco,(415) 775-1550,No,No,Seven Hills,1550 Hyde Street,3.9,$$,94109,CA,San Francisco,(415) 775-1550,No,No,T
66,Roy Street Coffee & Tea,700 Broadway Ave E,4,$,98102,WA,Seattle,(206) 325-2211,No,Yes,Monsoon,615 19th Avenue E,3.7,$$,98112,WA,Seattle,(206) 325-2111,Yes,Yes,F
67,Tutta Bella Neapolitan Pizzeria,4411 Stone Way N,4,$$,98103,WA,Seattle,(206) 633-3800,No,Yes,Tutta Bella Neapolitan Pizzeria,2200 Westlake Avenue Suite 112,3.7,$$,98121,WA,Seattle,(206) 624-4422,No,Yes,F
68,Gialina Pizzeria,2842 Diamond St,4,$$,94131,CA,San Francisco,(415) 239-8500,No,Yes,Gialina,2842 Diamond Street,4.2,$$,94131,CA,San Francisco,(415) 239-8500,No,No,T
69,Sawada Coffee,112 N Green St,4.5,$$,60607,IL,Chicago,(312) 754-0431,No,Yes,Green Street Smoked Meats,112 N Green Street,3.7,$$$,60607,IL,Chicago,(312) 754-0434,No,Yes,T
70,Lers Ros Thai,730 Larkin St,4,$$,94109,CA,San Francisco,(415) 931-6917,Yes,Yes,Lers Ros Thai,730 Larkin Street,4.2,$$,94109,CA,San Francisco,(415) 931-6917,Yes,Yes,T
71,Flex Mussels,154 W 13th St,4,$$$,10011,NY,New York,(212) 229-0222,No,Yes,Flex Mussels,174 East 82nd Street,4.2,$$$,10028,NY,New York,(212) 717-7772,No,Yes,F
72,Jane,100 W Houston St,4,$$,10012,NY,New York,(212) 254-7000,Yes,Yes,Santina,820 Washington Street,3.3,$$$,10014,NY,New York,(212) 254-3000,No,No,F
73,Los Tacos No.1,75 9th Ave,4.5,$,10011,NY,New York,(212) 256-0343,No,Yes,Los Tacos No. 1,Chelsea Market,4,$$,10011,NY,New York,(212) 256-0343,No,No,T
74,Next,953 W Fulton Market,4,$$$$,60607,IL,Chicago,(312) 226-0858,No,No,Next,953 West Fulton Market,3.5,$$$$,60607,IL,Chicago,(312) 226-0858,No,No,T
75,Mon Ami Gabi,2300 N Lincoln Park W,4,$$$,60614,IL,Chicago,(773) 348-8886,Yes,Yes,Mon Ami Gabi,260 Oakbrook Center Oak Brook Mall,3.8,$$$,60523,IL,Chicago,(630) 472-1900,No,Yes,T
76,Bistro Campagne,4518 N Lincoln Ave,4,$$$,60625,IL,Chicago,(773) 271-6100,No,Yes,Bistro Campagne,4518 N Lincoln Avenue,4.2,$$,60625,IL,Chicago,(773) 271-6100,No,Yes,T
77,Gyu-Kaku Japanese BBQ,34 Cooper Sq,4,$$$,10003,NY,New York,(212) 475-2989,No,Yes,Gyu-Kaku,34 Cooper Square,3.9,$$$,10003,NY,New York,(212) 475-2989,No,Yes,T
78,Native Foods Cafe,1484 N Milwaukee Ave,4,$$,60622,IL,Chicago,(773) 489-8480,No,Yes,Native Foods Cafe,9343 Culver Blvd,3.9,0,90232,CA,Culver City,(310) 559-3601,Yes,Yes,F
79,Eleven Madison Park,11 Madison Ave,4.5,$$$$,10010,NY,New York,(212) 889-0905,No,No,Eleven Madison Park,11 Madison Avenue,4.8,$$$$,10010,NY,New York,(212) 889-0905,No,No,T
80,Burma Superstar,309 Clement St,4,$$,94118,CA,San Francisco,(415) 387-2147,No,Yes,Burma Superstar,309 Clement Street,4.6,$$,94118,CA,San Francisco,(415) 387-2147,No,Yes,T
81,NoMI Kitchen,800 N Michigan Ave,4,$$$$,60611,IL,Chicago,(312) 239-4030,No,No,NoMI Kitchen,7th Floor Park Hyatt,3.7,$$$,60611,IL,Chicago,(312) 239-4030,No,Yes,T
82,Skillet Capitol Hill,1400 E Union St,4,$$,98122,WA,Seattle,(206) 512-2001,No,Yes,Skillet Food Truck,Location Varies,3.9,$$,98101,WA,Seattle,(206) 512-2000,No,No,T
83,McSorley's Old Ale House,15 E 7th St,4,$,10003,NY,New York,(212) 473-9148,No,No,McSorley's Old Ale House,15 E 7th Street,4.4,$$,10003,NY,New York,(212) 473-9148,No,No,T
84,Maison Premiere,298 Bedford Ave,4,$$$,11211,NY,Brooklyn,(347) 335-0446,No,No,Maison Premiere,298 Bedford Avenue,3.8,$$$,11211,NY,Brooklyn,(347) 335-0446,No,No,T
85,Cleos,1935 W Chicago Ave,4,$$,60622,IL,Chicago,(312) 243-5600,No,Yes,Cleo,1717 Vine St,4,0,90028,CA,Los Angeles,(323) 962-1711,Yes,Yes,F
86,Pizzeria Delfina,3611 18th St,4,$$,94110,CA,San Francisco,(415) 437-6800,No,Yes,Pizzeria Delfina,2406 California Street,4.4,$$$,94115,CA,San Francisco,(415) 440-1189,No,Yes,F
87,Tamarind,99 Hudson St,4,$$$,10013,NY,New York,(212) 775-9000,No,Yes,Tamarind Tribeca,99 Hudson Street,3.7,$$$,10013,NY,New York,(212) 775-9000,No,No,T
88,Delicatus,103 1st Ave S,4,$$,98104,WA,Seattle,(206) 623-3780,No,Yes,Alibi Room,Pike Place Market,4,$$,98101,WA,Seattle,(206) 623-3180,No,Yes,F
89,Bar Cotto,1546 15th Ave,4.5,$$,98122,WA,Seattle,(206) 838-8081,No,Yes,Anchovies & Olives,1550 15th Avenue,3.5,$$$,98122,WA,Seattle,(206) 838-8080,No,No,F
90,El Farolito,2950 24th St,4,$,94110,CA,San Francisco,(415) 641-0758,No,Yes,El Farolito,2950 24th Street,3.8,$$,94110,CA,San Francisco,(415) 641-0758,No,Yes,T
91,Sightglass Coffee,270 7th St,4,$$,94103,CA,San Francisco,(415) 861-1313,No,Yes,Sightglass Coffee,270 7th Street,3.7,$,94103,CA,San Francisco,(415) 861-1313,No,Yes,T
92,Friends Sushi,710 N Rush St,4,$$,60611,IL,Chicago,(312) 787-8998,Yes,Yes,Friends Sushi,710 North Rush Street,4.2,$$,60611,IL,Chicago,(312) 787-8998,No,Yes,T
93,Le Cafe du Soleil,200 Fillmore St,4,$,94102,CA,San Francisco,(415) 934-8637,No,Yes,Cafe Du Soleil,200 Fillmore Street,3.6,$$,94117,CA,San Francisco,(415) 934-8637,No,No,T
94,The Capital Grille,120 Broadway,4,$$$$,10271,NY,New York,(212) 374-1811,No,No,The Capital Grille,87 Yorktown Shopping Center,3.8,$$$,60148,IL,Chicago,(630) 627-9800,No,Yes,F
95,Staropolska Restaurant,3030 N Milwaukee Ave,4.5,$$,60618,IL,Chicago,(773) 342-0779,Yes,Yes,Staropolska Restaurant,3030 N. Milwaukee Avenue,3.8,$$,60618,IL,Chicago,(773) 342-0779,No,Yes,T
96,Westville - East,173 Avenue A,4,$$,10009,NY,New York,(212) 677-2033,Yes,Yes,ABC Cocina,38 E 19th Street,3.9,$$$,10003,NY,New York,(212) 677-2233,No,Yes,F
97,Morton's The Steakhouse,1050 N. State St.,4,$$$$,60610,IL,Chicago,(312) 266-4820,No,No,Morton's The Steakhouse,6250 Canoga Ave Ste 111,3.5,0,91367,CA,Los Angeles,(818) 703-7272,No,No,T
98,List,2226 1st Ave,4,$$,98121,WA,Seattle,(206) 441-1000,No,No,List,2226 1st Avenue,4.1,$$,98121,WA,Seattle,(206) 441-1000,No,No,T
99,Spruce,3640 Sacramento St,4,$$$$,94118,CA,San Francisco,(415) 931-5100,No,Yes,Pizza Orgasmica,3157 Fillmore Street,3.6,$,94123,CA,San Francisco,(415) 931-5300,Yes,Yes,F
100,Cafe du Soleil,345 3rd St,4.5,$$,94107,CA,San Francisco,(415) 699-6154,Yes,Yes,Cafe Du Soleil,200 Fillmore Street,3.6,$$,94117,CA,San Francisco,(415) 934-8637,No,No,F
101,The 3rd Coast,1260 N Dearborn Pkwy,4,$$,60610,IL,Chicago,(312) 649-0730,No,Yes,3rd Coast Cafe & Wine Bar,1260 N. Dearborn Street,4,$$,60610,IL,Chicago,(312) 649-0730,No,Yes,T
102,Carnivale,702 W Fulton Market,4,$$$,60661,IL,Chicago,(312) 850-5005,No,Yes,Carnival,4356 Woodman Ave,4,0,91423,CA,Sherman Oaks,(818) 784-3469,No,No,F
103,Maialino,2 Lexington Ave,4,$$$,10010,NY,New York,(212) 777-2410,No,No,Maialino At Gramercy Park Hotel,2 Lexington Avenue,4.1,$$$,10010,NY,New York,(212) 777-2410,No,No,T
104,RN74,1433 4th Ave,4,$$$,98101,WA,Seattle,(206) 456-7474,No,No,RN74,301 Mission Street,3.7,$$$,94105,CA,San Francisco,(415) 543-7474,No,No,F
105,Craftsman and Wolves,746 Valencia St,4,$$,94110,CA,San Francisco,(415) 913-7713,No,Yes,Craftsman and Wolves,746 Valencia Street,3.7,$,94110,CA,San Francisco,(415) 913-7713,No,Yes,T
106,Revolution Brewing,2323 N Milwaukee Ave,4,$$,60647,IL,Chicago,(773) 227-2739,No,Yes,Revolution Brewing,2323 N Milwaukee Avenue,4.5,$$,60647,IL,Chicago,(773) 227-2739,No,Yes,T
107,Linda's Tavern,707 E Pine St,3.5,$,98122,WA,Seattle,(206) 325-1220,No,Yes,Linda's Tavern,707 East Pine Street,3.7,$$,98122,WA,Seattle,(206) 325-1220,No,Yes,T
108,Pica Pica Arepa Kitchen,401 Valencia St,4,$$,94103,CA,San Francisco,(628) 400-5744,Yes,Yes,Pica Pica Arepa Kitchen,401 Valencia Street,3.5,$$,94103,CA,San Francisco,(414) 400-5453,Yes,Yes,T
109,Xi'an Famous Foods,81 St Marks Pl,4,$,10003,NY,New York,(212) 786-2068,No,Yes,Xi'an Famous Foods,81 Saint Marks Place,3.8,$$,10003,NY,New York,(212) 786-2068,No,Yes,T
110,Philz Coffee,3101 24th St,4.5,$,94110,CA,San Francisco,(415) 875-9370,No,Yes,Philz Coffee,3101 24th Street,3.9,$,94110,CA,San Francisco,(415) 282-9155,No,No,T
111,The Violet Hour,1520 N Damen Ave,4,$$$,60622,IL,Chicago,(773) 252-1500,No,No,The Violet Hour,1520 N. Damen Avenue,4,$$,60622,IL,Chicago,(773) 252-1500,No,No,T
112,Blue Bottle Coffee,315 Linden St,4.5,$$,94102,CA,San Francisco,(510) 653-3394,No,Yes,Blue Bottle,115 Sansome Street,3,0,94104,CA,San Francisco,(510) 653-3394,No,Yes,F
113,Terzo,3011 Steiner St,4,$$$,94123,CA,San Francisco,(415) 441-3200,No,Yes,Squat and Gobble,2263 Chestnut Street,3.8,$$,94123,CA,San Francisco,(415) 441-2200,No,Yes,F
114,The Crumpet Shop,1503 1st Ave,4.5,$,98101,WA,Seattle,(206) 682-1598,No,Yes,The Crumpet Shop,1503 1st Avenue Pike Place Market,4.3,$,98101,WA,Seattle,(206) 682-1598,No,Yes,T
115,Carnivale,702 W Fulton Market,4,$$$,60661,IL,Chicago,(312) 850-5005,No,Yes,Carnivale,702 W Fulton Market,4.3,$$$,60661,IL,Chicago,(312) 850-5005,No,Yes,T
116,Philz Coffee,4298 24th St,4.5,$,94114,CA,San Francisco,(415) 817-1510,No,Yes,Philz Coffee,3101 24th Street,3.9,$,94110,CA,San Francisco,(415) 282-9155,No,No,F
117,Bari,1120 W Grand Ave,4.5,$,60642,IL,Chicago,(312) 666-0730,Yes,Yes,Bari,1120 W. Grand Avenue,4,$,60622,IL,Chicago,(312) 666-0730,Yes,Yes,T
118,Wildfire,159 W Erie St,4,$$$,60654,IL,Chicago,(312) 787-9000,Yes,Yes,Wildfire,159 Wine Erie Street,4.3,$$$,60654,IL,Chicago,(312) 787-9000,Yes,Yes,T
119,Ruth's Chris Steak House,431 N Dearborn St,4,$$$,60654,IL,Chicago,(312) 321-2725,No,Yes,Ruth's Chris Steak House,224 S Beverly Dr,3.9,0,90212,CA,Los Angeles,(310) 859-8744,No,No,F
120,June,231 Court St,4.5,$$,11201,NY,Brooklyn,(917) 909-0434,No,No,Jane,100 W Houston Street,4.1,$$$,10012,NY,New York,(212) 254-7000,Yes,Yes,F
121,Blue Ribbon,34 Downing St,4.5,$$$,10014,NY,New York,(212) 691-0404,No,No,Blue Ribbon,280 5th Avenue,4.2,$$$$,11215,NY,Brooklyn,(718) 840-0404,No,Yes,F
122,Joe's Seafood,60 E Grand Ave,4.5,$$$$,60611,IL,Chicago,(312) 379-5637,Yes,Yes,Joe's Seafood,60 E Grand Avenue,4.2,$$$$,60611,IL,Chicago,(312) 379-5637,Yes,Yes,T
123,Resto,421 E Thomas St,4,$$$,98102,WA,Seattle,(425) 218-3914,No,Yes,Resto,111 East 29th Street,3.7,$$$,10016,NY,New York,(212) 685-5585,No,Yes,F
124,Perry's,180 N Franklin St,4,$$,60606,IL,Chicago,(312) 372-7557,Yes,Yes,Perry's,Hotel Griffon,3.5,$$$,94105,CA,San Francisco,(415) 495-6500,No,Yes,F
125,The Alembic,1725 Haight St,4,$$,94117,CA,San Francisco,(415) 666-0822,No,No,Alembic Bar,1725 Haight Street,3.8,$$,94117,CA,San Francisco,(415) 666-0822,No,No,T
126,Starbucks,2023 W Roscoe St,4.5,$,60618,IL,Chicago,(773) 281-6272,No,Yes,Starbucks,8595 Santa Monica Blvd,3,0,90069,CA,West Hollywood,(310) 659-1856,No,No,F
127,Red June,2020 N Leavitt St,4,$,60647,IL,Chicago,(773) 227-2600,No,Yes,Dunlays on the Square,3137 W Logan Boulevard,3.8,$$,60647,IL,Chicago,(773) 227-2400,No,Yes,F
128,Quince,470 Pacific Ave,4,$$$$,94133,CA,San Francisco,(415) 775-8500,No,No,SOMA Restaurant & Bar,85 5th Street,3.1,$$,94103,CA,San Francisco,(415) 778-8500,No,No,F
129,Crow,823 5th Ave N,4,$$,98109,WA,Seattle,(206) 283-8800,No,Yes,Crow,823 5th Avenue North,4.1,$$,98109,WA,Seattle,(206) 283-8800,No,Yes,T
130,Porto Rico Importing Co,40 1/2 St Marks Pl,4,$,10003,NY,New York,(212) 533-1982,No,Yes,Il Buco,47 Bond Street,4.1,$$$,10012,NY,New York,(212) 533-1932,No,No,F
131,Eureka Restaurant & Lounge,4063 18th St,4,$$,94114,CA,San Francisco,(415) 431-6000,No,Yes,Catch,2362 Market Street,3.7,$$$,94114,CA,San Francisco,(415) 431-5000,No,Yes,F
132,The Grey Dog,49 Carmine St,4,$$,10014,NY,New York,(212) 966-1060,Yes,Yes,The Grey Dog,49 Carmine Street,4.5,$$,10014,NY,New York,(212) 462-0041,Yes,Yes,T
133,Nopa,560 Divisadero St,4,$$$,94117,CA,San Francisco,(415) 864-8643,No,No,Nopa,560 Divisadero Street,4.3,$$$,94117,CA,San Francisco,(415) 864-8643,No,No,T
